location_id,address,province_name,town_name,location_type,record_id,source_id,time_of_record,visit_count,time_in_queue,assigned_employee_id,date,description,pollutant_ppm,biological,results,type_of_water_source,number_of_people_served,hour_of_day,day_of_week,percent_male,percent_female,percent_child
KiRu27178,91 Maseru Road,Kilimani,Rural,Rural,58249,KiRu27178224,2023/06/09 13:27,1,23,34,,,,,,shared_tap,1680,13,Friday,19.85,80.15,0.00
KiRu27179,108 Maseru Road,Kilimani,Rural,Rural,27805,KiRu27179224,2022/03/01 11:04,1,0,5,2022/03/04 11:04,"Inorganic contaminants: Mercury, Zinc, Cadmium",3.66207,0,Contaminated: Chemical,well,338,11,Tuesday,13.74,86.26,0.00
KiRu27180,129 Maseru Road,Kilimani,Rural,Rural,42498,KiRu27180224,2022/10/06 15:36,1,20,28,,,,,,shared_tap,1070,15,Thursday,23.96,76.04,0.00
KiRu27181,117 Maseru Road,Kilimani,Rural,Rural,11198,KiRu27181224,2021/06/21 09:24,1,0,4,2021/06/24 09:24,Clean,0.0988908,6.1911e-05,Clean,well,254,9,Monday,17.65,82.35,0.00
KiRu27182,82 Maseru Road,Kilimani,Rural,Rural,27901,KiRu27182224,2022/03/02 11:30,1,0,34,2022/03/05 11:30,Inorganic contaminants: Copper,9.77853,0,Contaminated: Chemical,well,250,11,Wednesday,15.00,85.00,0.00
KiRu27183,50 Maseru Road,Kilimani,Rural,Rural,1240,KiRu27183224,2021/01/21 14:14,1,0,8,2021/01/24 14:14,"Inorganic contaminants: Zinc, Copper, Cadmium",8.46065,0,Contaminated: Chemical,well,392,14,Thursday,8.13,91.87,0.00
KiRu27184,40 Maseru Road,Kilimani,Rural,Rural,48149,KiRu27184224,2023/01/02 10:07,1,0,7,2023/01/05 10:07,"Inorganic contaminants: Barium, Silver",5.88016,0,Contaminated: Chemical,well,370,10,Monday,26.36,73.64,0.00
KiRu27185,142 Maseru Road,Kilimani,Rural,Rural,35342,KiRu27185224,2022/06/21 14:54,1,0,8,2022/06/24 14:54,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,344,14,Tuesday,21.05,78.95,0.00
KiRu27186,3 Maseru Road,Kilimani,Rural,Rural,55822,KiRu27186224,2023/05/03 12:13,1,0,48,2023/05/06 12:13,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological,well,358,12,Wednesday,30.21,69.79,0.00
KiRu27187,71 Maseru Road,Kilimani,Rural,Rural,26610,KiRu27187224,2022/02/10 10:57,1,0,32,2022/02/13 10:57,"Inorganic contaminants: Cadmium, Mercury",2.19974,0,Contaminated: Chemical,well,170,10,Thursday,11.29,88.71,0.00
KiRu27188,110 Maseru Road,Kilimani,Rural,Rural,25908,KiRu27188224,2022/01/31 11:05,1,0,24,2022/02/03 11:05,"Inorganic contaminants: Barium, Cadmium, Chromium",6.39408,0,Contaminated: Chemical,well,208,11,Monday,21.95,78.05,0.00
KiRu27189,135 Maseru Road,Kilimani,Rural,Rural,30135,KiRu27189224,2022/04/05 09:47,1,0,30,2022/04/08 09:47,"Inorganic contaminants: Lead, Copper",5.82437,0,Contaminated: Chemical,well,278,9,Tuesday,33.72,66.28,0.00
KiRu27190,124 Maseru Road,Kilimani,Rural,Rural,42944,KiRu27190224,2022/10/13 13:45,1,0,32,,,,,,tap_in_home_broken,886,13,Thursday,17.53,82.47,0.00
KiRu27191,64 Maseru Road,Kilimani,Rural,Rural,41388,KiRu27191224,2022/09/20 11:50,1,0,40,2022/09/23 11:50,Clean,0.0930403,9.03289e-05,Clean,well,210,11,Tuesday,21.43,78.57,0.00
KiRu27192,122 Maseru Road,Kilimani,Rural,Rural,34949,KiRu27192224,2022/06/16 12:30,1,0,18,2022/06/19 12:30,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological,well,220,12,Thursday,15.24,84.76,0.00
KiRu27193,104 Maseru Road,Kilimani,Rural,Rural,23508,KiRu27193224,2021/12/24 13:06,1,0,38,,,,,,tap_in_home,834,13,Friday,14.14,85.86,0.00
KiRu27194,141 Maseru Road,Kilimani,Rural,Rural,30496,KiRu27194224,2022/04/11 12:13,1,0,40,2022/04/14 12:13,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,168,12,Monday,13.60,86.40,0.00
KiRu27195,89 Maseru Road,Kilimani,Rural,Rural,18517,KiRu27195224,2021/10/08 15:47,1,0,24,2021/10/11 15:47,"Inorganic contaminants: Chromium, Arsenic, Copper",8.57043,0,Contaminated: Chemical,well,210,15,Friday,20.17,79.83,0.00
KiRu27196,29 Maseru Road,Kilimani,Rural,Rural,21621,KiRu27196224,2021/11/25 11:06,1,0,38,2021/11/28 11:06,Bacteria: E. coli,0,39.2337,Contaminated: Biological,well,302,11,Thursday,16.30,83.70,0.00
KiRu27197,101 Maseru Road,Kilimani,Rural,Rural,47922,KiRu27197224,2022/12/28 16:28,1,240,28,,,,,,shared_tap,3010,16,Wednesday,6.49,70.13,23.38
KiRu27197,101 Maseru Road,Kilimani,Rural,Rural,48015,KiRu27197224,2022/12/29 18:15,2,270,28,,,,,,shared_tap,3010,18,Thursday,9.84,72.95,17.21
KiRu27197,101 Maseru Road,Kilimani,Rural,Rural,48059,KiRu27197224,2022/12/30 13:25,3,230,28,,,,,,shared_tap,3010,13,Friday,41.10,58.90,0.00
KiRu27197,101 Maseru Road,Kilimani,Rural,Rural,48111,KiRu27197224,2022/12/31 18:44,4,190,28,,,,,,shared_tap,3010,18,Saturday,37.39,33.04,29.57
KiRu27197,101 Maseru Road,Kilimani,Rural,Rural,48115,KiRu27197224,2023/01/01 08:39,5,130,28,,,,,,shared_tap,3010,8,Sunday,47.85,52.15,0.00
KiRu27197,101 Maseru Road,Kilimani,Rural,Rural,48187,KiRu27197224,2023/01/02 14:00,6,230,28,,,,,,shared_tap,3010,14,Monday,11.61,88.39,0.00
KiRu27197,101 Maseru Road,Kilimani,Rural,Rural,48258,KiRu27197224,2023/01/03 12:47,7,207,28,,,,,,shared_tap,3010,12,Tuesday,10.69,89.31,0.00
KiRu27197,101 Maseru Road,Kilimani,Rural,Rural,48369,KiRu27197224,2023/01/04 16:16,8,183,28,,,,,,shared_tap,3010,16,Wednesday,7.14,64.29,28.57
KiRu27198,12 Maseru Road,Kilimani,Rural,Rural,54875,KiRu27198224,2023/04/18 16:24,1,0,5,,,,,,tap_in_home_broken,736,16,Tuesday,9.52,58.73,31.75
KiRu27199,46 Maseru Road,Kilimani,Rural,Rural,31415,KiRu27199224,2022/04/25 13:58,1,18,4,,,,,,shared_tap,628,13,Monday,13.91,86.09,0.00
KiRu27200,24 Maseru Road,Kilimani,Rural,Rural,17826,KiRu27200224,2021/09/29 10:27,1,0,8,2021/10/02 10:27,"Inorganic contaminants: Mercury, Silver, Silver, Zinc",8.79241,0,Contaminated: Chemical,well,394,10,Wednesday,37.33,62.67,0.00
KiRu27201,111 Maseru Road,Kilimani,Rural,Rural,40820,KiRu27201224,2022/09/12 09:58,1,76,36,,,,,,shared_tap,730,9,Monday,30.11,69.89,0.00
KiRu27201,111 Maseru Road,Kilimani,Rural,Rural,40948,KiRu27201224,2022/09/13 17:14,2,77,36,,,,,,shared_tap,730,17,Tuesday,10.00,63.33,26.67
KiRu27201,111 Maseru Road,Kilimani,Rural,Rural,41042,KiRu27201224,2022/09/14 18:48,3,39,36,,,,,,shared_tap,730,18,Wednesday,6.03,76.72,17.24
KiRu27201,111 Maseru Road,Kilimani,Rural,Rural,41104,KiRu27201224,2022/09/15 15:03,4,80,36,,,,,,shared_tap,730,15,Thursday,20.00,80.00,0.00
KiRu27201,111 Maseru Road,Kilimani,Rural,Rural,41134,KiRu27201224,2022/09/16 07:28,5,41,36,,,,,,shared_tap,730,7,Friday,12.73,77.27,10.00
KiRu27201,111 Maseru Road,Kilimani,Rural,Rural,41222,KiRu27201224,2022/09/17 12:56,6,138,36,,,,,,shared_tap,730,12,Saturday,52.08,47.92,0.00
KiRu27201,111 Maseru Road,Kilimani,Rural,Rural,41250,KiRu27201224,2022/09/18 10:29,7,31,36,,,,,,shared_tap,730,10,Sunday,48.61,51.39,0.00
KiRu27201,111 Maseru Road,Kilimani,Rural,Rural,41350,KiRu27201224,2022/09/19 18:09,8,118,36,,,,,,shared_tap,730,18,Monday,14.02,61.68,24.30
KiRu27202,60 Maseru Road,Kilimani,Rural,Rural,7672,KiRu27202224,2021/04/29 16:54,1,0,5,2021/05/02 16:54,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological,well,162,16,Thursday,8.11,63.06,28.83
KiRu27203,39 Maseru Road,Kilimani,Rural,Rural,54667,KiRu27203224,2023/04/14 15:03,1,0,30,,,,,,tap_in_home_broken,716,15,Friday,15.19,84.81,0.00
KiRu27204,84 Maseru Road,Kilimani,Rural,Rural,5005,KiRu27204224,2021/03/19 13:41,1,0,2,2021/03/22 13:41,"Inorganic contaminants: Cadmium, Mercury",3.39992,0,Contaminated: Chemical,well,390,13,Friday,32.10,67.90,0.00
KiRu27205,23 Maseru Road,Kilimani,Rural,Rural,4409,KiRu27205224,2021/03/10 14:17,1,0,3,2021/03/13 14:17,Bacteria: Giardia Lamblia,0.0418018,49.4281,Contaminated: Biological,well,298,14,Wednesday,28.24,71.76,0.00
KiRu27206,106 Maseru Road,Kilimani,Rural,Rural,25285,KiRu27206224,2022/01/20 14:02,1,27,5,,,,,,river,714,14,Thursday,21.97,78.03,0.00
KiRu27207,123 Maseru Road,Kilimani,Rural,Rural,51924,KiRu27207224,2023/03/06 14:09,1,0,8,,,,,,tap_in_home_broken,570,14,Monday,20.93,79.07,0.00
KiRu27208,48 Maseru Road,Kilimani,Rural,Rural,47842,KiRu27208224,2022/12/27 16:38,1,0,3,2022/12/30 16:38,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,388,16,Tuesday,10.43,69.57,20.00
KiRu27209,79 Maseru Road,Kilimani,Rural,Rural,24427,KiRu27209224,2022/01/07 12:24,1,151,30,,,,,,shared_tap,1770,12,Friday,27.50,72.50,0.00
KiRu27209,79 Maseru Road,Kilimani,Rural,Rural,24488,KiRu27209224,2022/01/08 12:41,2,275,30,,,,,,shared_tap,1770,12,Saturday,64.34,35.66,0.00
KiRu27209,79 Maseru Road,Kilimani,Rural,Rural,24507,KiRu27209224,2022/01/09 10:28,3,78,30,,,,,,shared_tap,1770,10,Sunday,34.74,65.26,0.00
KiRu27209,79 Maseru Road,Kilimani,Rural,Rural,24609,KiRu27209224,2022/01/10 16:54,4,246,30,,,,,,shared_tap,1770,16,Monday,15.00,71.00,14.00
KiRu27209,79 Maseru Road,Kilimani,Rural,Rural,24653,KiRu27209224,2022/01/11 12:49,5,170,30,,,,,,shared_tap,1770,12,Tuesday,25.23,74.77,0.00
KiRu27209,79 Maseru Road,Kilimani,Rural,Rural,24707,KiRu27209224,2022/01/12 08:13,6,115,30,,,,,,shared_tap,1770,8,Wednesday,24.10,75.90,0.00
KiRu27209,79 Maseru Road,Kilimani,Rural,Rural,24852,KiRu27209224,2022/01/13 15:01,7,140,30,,,,,,shared_tap,1770,15,Thursday,34.29,65.71,0.00
KiRu27209,79 Maseru Road,Kilimani,Rural,Rural,24938,KiRu27209224,2022/01/14 15:39,8,190,30,,,,,,shared_tap,1770,15,Friday,18.18,81.82,0.00
KiRu27210,113 Maseru Road,Kilimani,Rural,Rural,47368,KiRu27210224,2022/12/20 16:50,1,0,30,2022/12/23 16:50,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,336,16,Tuesday,6.20,72.87,20.93
KiRu27211,18 Maseru Road,Kilimani,Rural,Rural,18893,KiRu27211224,2021/10/15 10:46,1,19,38,,,,,,river,686,10,Friday,10.32,89.68,0.00
KiRu27212,116 Maseru Road,Kilimani,Rural,Rural,4440,KiRu27212224,2021/03/11 09:16,1,30,8,,,,,,shared_tap,3954,9,Thursday,18.52,81.48,0.00
KiRu27213,134 Maseru Road,Kilimani,Rural,Rural,41521,KiRu27213224,2022/09/21 16:29,1,0,34,2022/09/24 16:29,"Inorganic contaminants: Arsenic, Mercury, Silver",8.20886,0,Contaminated: Chemical,well,244,16,Wednesday,14.12,42.35,43.53
KiRu27214,76 Maseru Road,Kilimani,Rural,Rural,26446,KiRu27214224,2022/02/08 12:14,1,0,1,,,,,,tap_in_home,892,12,Tuesday,23.73,76.27,0.00
KiRu27215,136 Maseru Road,Kilimani,Rural,Rural,43958,KiRu27215224,2022/10/31 14:55,1,0,8,,,,,,tap_in_home_broken,532,14,Monday,12.31,87.69,0.00
KiRu27216,147 Maseru Road,Kilimani,Rural,Rural,2687,KiRu27216224,2021/02/12 09:12,1,0,24,2021/02/15 09:12,"Inorganic contaminants: Cadmium, Mercury",8.00229,0,Contaminated: Chemical,well,282,9,Friday,14.44,85.56,0.00
KiRu27217,51 Maseru Road,Kilimani,Rural,Rural,7239,KiRu27217224,2021/04/23 14:08,1,0,18,2021/04/26 14:08,Inorganic contaminants: Lead,1.04252,0,Contaminated: Chemical,well,282,14,Friday,25.81,74.19,0.00
KiRu27218,103 Maseru Road,Kilimani,Rural,Rural,42585,KiRu27218224,2022/10/07 16:32,1,0,6,2022/10/10 16:32,"Inorganic contaminants: Copper, Silver",5.04143,0,Contaminated: Chemical,well,210,16,Friday,8.60,65.59,25.81
KiRu27219,72 Maseru Road,Kilimani,Rural,Rural,55213,KiRu27219224,2023/04/24 11:55,1,0,5,2023/04/27 11:55,Virus: Enteroviruses,0,262.668,Contaminated: Biological,well,316,11,Monday,38.24,61.76,0.00
KiRu27220,7 Maseru Road,Kilimani,Rural,Rural,694,KiRu27220224,2021/01/13 13:18,1,30,34,,,,,,shared_tap,3308,13,Wednesday,21.78,78.22,0.00
KiRu27221,36 Maseru Road,Kilimani,Rural,Rural,57928,KiRu27221224,2023/06/05 14:19,1,0,8,2023/06/08 14:19,Clean,0.0906283,9.00245e-05,Clean,well,286,14,Monday,17.97,82.03,0.00
KiRu27222,99 Maseru Road,Kilimani,Rural,Rural,36929,KiRu27222224,2022/07/14 13:10,1,6,8,,,,,,river,738,13,Thursday,20.00,80.00,0.00
KiRu27223,20 Maseru Road,Kilimani,Rural,Rural,26642,KiRu27223224,2022/02/10 13:59,1,0,48,,,,,,tap_in_home_broken,586,13,Thursday,28.77,71.23,0.00
KiRu27224,37 Maseru Road,Kilimani,Rural,Rural,16621,KiRu27224224,2021/09/09 11:49,1,16,18,,,,,,river,848,11,Thursday,32.00,68.00,0.00
KiRu27225,52 Maseru Road,Kilimani,Rural,Rural,23711,KiRu27225224,2021/12/28 12:21,1,13,36,,,,,,river,932,12,Tuesday,17.86,82.14,0.00
KiRu27226,81 Maseru Road,Kilimani,Rural,Rural,57885,KiRu27226224,2023/06/05 10:18,1,0,4,2023/06/08 10:18,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological,well,290,10,Monday,26.26,73.74,0.00
KiRu27227,146 Maseru Road,Kilimani,Rural,Rural,16137,KiRu27227224,2021/09/02 11:18,1,0,1,,,,,,tap_in_home,672,11,Thursday,19.33,80.67,0.00
KiRu27228,14 Maseru Road,Kilimani,Rural,Rural,15194,KiRu27228224,2021/08/19 13:40,1,0,16,2021/08/22 13:40,Clean,0.0685446,5.62923e-05,Clean,well,224,13,Thursday,10.53,89.47,0.00
KiRu27229,63 Maseru Road,Kilimani,Rural,Rural,43978,KiRu27229224,2022/10/31 16:28,1,0,8,,,,,,tap_in_home,818,16,Monday,18.07,48.19,33.73
KiRu27230,22 Maseru Road,Kilimani,Rural,Rural,10878,KiRu27230224,2021/06/15 15:00,1,20,38,,,,,,river,976,15,Tuesday,21.74,78.26,0.00
KiRu27231,70 Maseru Road,Kilimani,Rural,Rural,41954,KiRu27231224,2022/09/28 16:46,1,0,1,,,,,,tap_in_home,316,16,Wednesday,6.67,63.33,30.00
KiRu27232,4 Maseru Road,Kilimani,Rural,Rural,26270,KiRu27232224,2022/02/04 16:39,1,27,30,,,,,,shared_tap,2460,16,Friday,7.26,66.13,26.61
KiRu27233,25 Maseru Road,Kilimani,Rural,Rural,28445,KiRu27233224,2022/03/11 09:52,1,0,28,2022/03/14 09:52,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,232,9,Friday,12.20,87.80,0.00
KiRu27234,130 Maseru Road,Kilimani,Rural,Rural,7527,KiRu27234224,2021/04/28 11:53,1,0,12,2021/05/01 11:53,"Inorganic contaminants: Lead, Copper, Selenium",9.70942,0,Contaminated: Chemical,well,264,11,Wednesday,14.05,85.95,0.00
KiRu27235,27 Maseru Road,Kilimani,Rural,Rural,1658,KiRu27235224,2021/01/27 16:03,1,49,30,,,,,,shared_tap,358,16,Wednesday,20.55,57.53,21.92
KiRu27235,27 Maseru Road,Kilimani,Rural,Rural,1741,KiRu27235224,2021/01/28 15:49,2,33,30,,,,,,shared_tap,358,15,Thursday,16.87,83.13,0.00
KiRu27235,27 Maseru Road,Kilimani,Rural,Rural,1792,KiRu27235224,2021/01/29 12:38,3,67,30,,,,,,shared_tap,358,12,Friday,16.79,83.21,0.00
KiRu27235,27 Maseru Road,Kilimani,Rural,Rural,1842,KiRu27235224,2021/01/30 09:17,4,58,30,,,,,,shared_tap,358,9,Saturday,35.94,64.06,0.00
KiRu27235,27 Maseru Road,Kilimani,Rural,Rural,1862,KiRu27235224,2021/01/31 07:55,5,21,30,,,,,,shared_tap,358,7,Sunday,26.19,62.70,11.11
KiRu27235,27 Maseru Road,Kilimani,Rural,Rural,1969,KiRu27235224,2021/02/01 17:41,6,32,30,,,,,,shared_tap,358,17,Monday,11.32,76.42,12.26
KiRu27235,27 Maseru Road,Kilimani,Rural,Rural,2057,KiRu27235224,2021/02/02 19:00,7,20,30,,,,,,shared_tap,358,19,Tuesday,16.09,49.43,34.48
KiRu27235,27 Maseru Road,Kilimani,Rural,Rural,2111,KiRu27235224,2021/02/03 15:23,8,31,30,,,,,,shared_tap,358,15,Wednesday,8.06,91.94,0.00
KiRu27236,34 Maseru Road,Kilimani,Rural,Rural,45847,KiRu27236224,2022/11/28 13:22,1,0,18,2022/12/01 13:22,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological,well,202,13,Monday,32.53,67.47,0.00
KiRu27237,109 Maseru Road,Kilimani,Rural,Rural,44887,KiRu27237224,2022/11/14 10:32,1,0,14,2022/11/17 10:32,Clean,0.0737888,9.02948e-05,Clean,well,278,10,Monday,19.05,80.95,0.00
KiRu27238,9 Maseru Road,Kilimani,Rural,Rural,47800,KiRu27238224,2022/12/27 12:21,1,0,5,2022/12/30 12:21,"Inorganic contaminants: Silver, Chromium",1.2985,0,Contaminated: Chemical,well,352,12,Tuesday,25.84,74.16,0.00
KiRu27239,8 Maseru Road,Kilimani,Rural,Rural,18843,KiRu27239224,2021/10/14 14:33,1,0,4,,,,,,tap_in_home_broken,744,14,Thursday,33.85,66.15,0.00
KiRu27240,107 Maseru Road,Kilimani,Rural,Rural,20750,KiRu27240224,2021/11/12 09:18,1,0,38,2021/11/15 09:18,Clean,0.0734942,1.54692e-05,Clean,well,254,9,Friday,19.40,80.60,0.00
KiRu27241,131 Maseru Road,Kilimani,Rural,Rural,4981,KiRu27241224,2021/03/19 11:18,1,0,34,2021/03/22 11:18,"Inorganic contaminants: Barium, Copper",7.03414,0,Contaminated: Chemical,well,172,11,Friday,36.36,63.64,0.00
KiRu27242,10 Maseru Road,Kilimani,Rural,Rural,11749,KiRu27242224,2021/06/28 16:29,1,5,48,,,,,,river,622,16,Monday,13.51,63.51,22.97
KiRu27243,13 Maseru Road,Kilimani,Rural,Rural,27006,KiRu27243224,2022/02/16 14:35,1,0,34,2022/02/19 14:35,Clean,0.0711404,4.99434e-05,Clean,well,350,14,Wednesday,33.33,66.67,0.00
KiRu27244,1 Maseru Road,Kilimani,Rural,Rural,12968,KiRu27244224,2021/07/16 14:54,1,0,32,2021/07/19 14:54,Bacteria: E. coli,0,45.3997,Contaminated: Biological,well,270,14,Friday,25.56,74.44,0.00
KiRu27245,65 Maseru Road,Kilimani,Rural,Rural,17747,KiRu27245224,2021/09/28 10:39,1,0,8,,,,,,tap_in_home,958,10,Tuesday,22.12,77.88,0.00
KiRu27246,95 Maseru Road,Kilimani,Rural,Rural,12367,KiRu27246224,2021/07/07 16:43,1,30,24,,,,,,shared_tap,3566,16,Wednesday,6.76,62.16,31.08
KiRu27247,127 Maseru Road,Kilimani,Rural,Rural,24313,KiRu27247224,2022/01/05 15:46,1,0,40,,,,,,tap_in_home_broken,698,15,Wednesday,28.85,71.15,0.00
KiRu27248,68 Maseru Road,Kilimani,Rural,Rural,47,KiRu27248224,2021/01/01 15:11,1,211,26,,,,,,shared_tap,2602,15,Friday,29.70,70.30,0.00
KiRu27248,68 Maseru Road,Kilimani,Rural,Rural,61,KiRu27248224,2021/01/02 11:02,2,167,26,,,,,,shared_tap,2602,11,Saturday,37.80,62.20,0.00
KiRu27248,68 Maseru Road,Kilimani,Rural,Rural,63,KiRu27248224,2021/01/03 09:41,3,103,26,,,,,,shared_tap,2602,9,Sunday,51.06,48.94,0.00
KiRu27248,68 Maseru Road,Kilimani,Rural,Rural,106,KiRu27248224,2021/01/04 15:04,4,218,26,,,,,,shared_tap,2602,15,Monday,33.33,66.67,0.00
KiRu27248,68 Maseru Road,Kilimani,Rural,Rural,195,KiRu27248224,2021/01/05 17:36,5,226,26,,,,,,shared_tap,2602,17,Tuesday,9.00,67.00,24.00
KiRu27248,68 Maseru Road,Kilimani,Rural,Rural,253,KiRu27248224,2021/01/06 14:59,6,94,26,,,,,,shared_tap,2602,14,Wednesday,36.49,63.51,0.00
KiRu27248,68 Maseru Road,Kilimani,Rural,Rural,311,KiRu27248224,2021/01/07 12:13,7,229,26,,,,,,shared_tap,2602,12,Thursday,19.70,80.30,0.00
KiRu27248,68 Maseru Road,Kilimani,Rural,Rural,435,KiRu27248224,2021/01/08 17:54,8,152,26,,,,,,shared_tap,2602,17,Friday,4.67,61.68,33.64
KiRu27249,5 Maseru Road,Kilimani,Rural,Rural,40249,KiRu27249224,2022/09/02 13:00,1,22,0,,,,,,river,404,13,Friday,33.73,66.27,0.00
KiRu27250,112 Maseru Road,Kilimani,Rural,Rural,39343,KiRu27250224,2022/08/19 13:32,1,13,5,,,,,,river,592,13,Friday,20.14,79.86,0.00
KiRu27251,41 Maseru Road,Kilimani,Rural,Rural,44884,KiRu27251224,2022/11/14 10:16,1,173,30,,,,,,shared_tap,2074,10,Monday,15.44,84.56,0.00
KiRu27251,41 Maseru Road,Kilimani,Rural,Rural,45010,KiRu27251224,2022/11/15 14:34,2,97,30,,,,,,shared_tap,2074,14,Tuesday,11.63,88.37,0.00
KiRu27251,41 Maseru Road,Kilimani,Rural,Rural,45075,KiRu27251224,2022/11/16 11:30,3,92,30,,,,,,shared_tap,2074,11,Wednesday,22.58,77.42,0.00
KiRu27251,41 Maseru Road,Kilimani,Rural,Rural,45204,KiRu27251224,2022/11/17 16:19,4,120,30,,,,,,shared_tap,2074,16,Thursday,11.11,66.67,22.22
KiRu27251,41 Maseru Road,Kilimani,Rural,Rural,45296,KiRu27251224,2022/11/18 16:49,5,227,30,,,,,,shared_tap,2074,16,Friday,15.58,48.05,36.36
KiRu27251,41 Maseru Road,Kilimani,Rural,Rural,45318,KiRu27251224,2022/11/19 14:40,6,173,30,,,,,,shared_tap,2074,14,Saturday,64.00,36.00,0.00
KiRu27251,41 Maseru Road,Kilimani,Rural,Rural,45348,KiRu27251224,2022/11/20 17:00,7,94,30,,,,,,shared_tap,2074,17,Sunday,31.03,50.57,18.39
KiRu27251,41 Maseru Road,Kilimani,Rural,Rural,45376,KiRu27251224,2022/11/21 10:35,8,179,30,,,,,,shared_tap,2074,10,Monday,11.85,88.15,0.00
KiRu27252,30 Maseru Road,Kilimani,Rural,Rural,51552,KiRu27252224,2023/02/28 14:42,1,0,1,2023/03/03 14:42,"Inorganic contaminants: Lead, Lead, Arsenic",4.77081,0,Contaminated: Chemical,well,204,14,Tuesday,29.76,70.24,0.00
KiRu27253,67 Maseru Road,Kilimani,Rural,Rural,12854,KiRu27253224,2021/07/15 11:06,1,110,48,,,,,,shared_tap,1208,11,Thursday,24.58,75.42,0.00
KiRu27253,67 Maseru Road,Kilimani,Rural,Rural,12992,KiRu27253224,2021/07/16 18:41,2,103,48,,,,,,shared_tap,1208,18,Friday,5.10,72.45,22.45
KiRu27253,67 Maseru Road,Kilimani,Rural,Rural,13015,KiRu27253224,2021/07/17 16:59,3,155,48,,,,,,shared_tap,1208,16,Saturday,34.78,50.43,14.78
KiRu27253,67 Maseru Road,Kilimani,Rural,Rural,13036,KiRu27253224,2021/07/18 11:14,4,47,48,,,,,,shared_tap,1208,11,Sunday,59.04,40.96,0.00
KiRu27253,67 Maseru Road,Kilimani,Rural,Rural,13120,KiRu27253224,2021/07/19 14:30,5,62,48,,,,,,shared_tap,1208,14,Monday,22.31,77.69,0.00
KiRu27253,67 Maseru Road,Kilimani,Rural,Rural,13148,KiRu27253224,2021/07/20 07:04,6,69,48,,,,,,shared_tap,1208,7,Tuesday,11.11,77.78,11.11
KiRu27253,67 Maseru Road,Kilimani,Rural,Rural,13232,KiRu27253224,2021/07/21 08:25,7,70,48,,,,,,shared_tap,1208,8,Wednesday,25.00,75.00,0.00
KiRu27253,67 Maseru Road,Kilimani,Rural,Rural,13381,KiRu27253224,2021/07/22 18:35,8,58,48,,,,,,shared_tap,1208,18,Thursday,7.32,56.10,36.59
KiRu27254,44 Maseru Road,Kilimani,Rural,Rural,6692,KiRu27254224,2021/04/15 13:11,1,0,6,2021/04/18 13:11,"Inorganic contaminants: Barium, Zinc",8.16899,0,Contaminated: Chemical,well,262,13,Thursday,25.00,75.00,0.00
KiRu27255,33 Maseru Road,Kilimani,Rural,Rural,58574,KiRu27255224,2023/06/15 10:02,1,0,42,,,,,,tap_in_home,822,10,Thursday,20.28,79.72,0.00
KiRu27256,128 Maseru Road,Kilimani,Rural,Rural,53131,KiRu27256224,2023/03/23 15:04,1,0,5,2023/03/26 15:04,Bacteria: E. coli,0,13.0428,Contaminated: Biological,well,288,15,Thursday,12.37,87.63,0.00
KiRu27257,92 Maseru Road,Kilimani,Rural,Rural,35243,KiRu27257224,2022/06/20 15:08,1,19,8,,,,,,shared_tap,948,15,Monday,26.56,73.44,0.00
KiRu27258,42 Maseru Road,Kilimani,Rural,Rural,997,KiRu27258224,2021/01/18 14:23,1,0,2,,,,,,tap_in_home,316,14,Monday,21.93,78.07,0.00
KiRu27259,126 Maseru Road,Kilimani,Rural,Rural,45642,KiRu27259224,2022/11/24 13:49,1,0,7,2022/11/27 13:49,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological,well,394,13,Thursday,41.67,58.33,0.00
KiRu27260,16 Maseru Road,Kilimani,Rural,Rural,27050,KiRu27260224,2022/02/17 11:18,1,0,6,2022/02/20 11:18,"Inorganic contaminants: Mercury, Selenium, Zinc, Silver",9.79838,0,Contaminated: Chemical,well,182,11,Thursday,27.78,72.22,0.00
KiRu27261,66 Maseru Road,Kilimani,Rural,Rural,27896,KiRu27261224,2022/03/02 10:30,1,0,6,2022/03/05 10:30,Clean,0.0710471,2.45651e-05,Clean,well,264,10,Wednesday,19.05,80.95,0.00
KiRu27262,58 Maseru Road,Kilimani,Rural,Rural,31479,KiRu27262224,2022/04/26 10:28,1,125,12,,,,,,shared_tap,1416,10,Tuesday,19.82,80.18,0.00
KiRu27262,58 Maseru Road,Kilimani,Rural,Rural,31590,KiRu27262224,2022/04/27 11:50,2,106,12,,,,,,shared_tap,1416,11,Wednesday,38.03,61.97,0.00
KiRu27262,58 Maseru Road,Kilimani,Rural,Rural,31646,KiRu27262224,2022/04/28 10:05,3,144,12,,,,,,shared_tap,1416,10,Thursday,28.00,72.00,0.00
